,register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y,DN
215,﻿99400477579,La plaça Molina,,,2017-02-09T13:47:11+01:00,2021-09-09T02:16:43.971796+02:00,,,214401,Pl Molina,1.0,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,BARCELONA,True,,,,,,,,,428675.6779074743,4583656.115153778,41.40128333249604,2.146733983621581,1.0
216,﻿99400477606,Casa Carreras,,,2017-02-09T17:08:51+01:00,2022-09-17T08:52:30.467681+02:00,,,248108,Av Pearson,14.0,,21,Pedralbes,4,Les Corts,8034,BARCELONA,True,,,,,,,,,425512.1318141464,4582884.669996655,41.39404843334341,2.108987100941613,1.0
217,﻿99400328900,Parc Torrent Maduixer,,,2013-10-25T12:21:13+02:00,2022-11-23T12:39:07.806213+01:00,,,170000,C Josep Garí,7.0,,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8035,BARCELONA,True,,93847.0,100003.0,Informació d'interès,Web,https://link.bcn.cat/cPTM,True,,427743.56461634726,4585273.777182398,41.4157696917074,2.1353909998606846,1.0
218,﻿92086017160,Parc del Clot,,,1986-11-10T00:00:00+01:00,2023-06-13T10:07:46.022839+02:00,,,113506,Escultors Claperós,55.0,,65,el Clot,10,Sant Martí,8018,BARCELONA,True,,74305.0,100003.0,Informació d'interès,Web,https://link.bcn.cat/cPdC2,True,,432301.0535304967,4584419.492454296,41.40847228003916,2.1900153665666733,1.0
219,﻿99400390924,Casa Llorenç Camprubí,,,2015-07-07T11:07:02+02:00,2022-09-17T08:22:00.607496+02:00,,,71600,C Casp,22.0,,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,True,,353205.0,21.0,Variables,Any construcció,1900,False,,430679.34371728153,4582311.645686174,41.38934938466775,2.170855670436062,4.0
220,﻿99400390943,Forn Sarret,,,2015-07-07T11:38:26+02:00,2023-01-11T13:28:22.981867+01:00,,,145003,C Girona,73.0,,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,True,,96399.0,100003.0,Informació d'interès,Web,https://rutadelsemblematics.cat/barcelona-forn-sarret.html,True,,430701.5303775367,4582914.211811815,41.39477841624774,2.1710520735754435,3.0
221,﻿99400390960,Casa Dolors Calm,,,2015-07-07T12:07:55+02:00,2021-09-09T02:15:07.722085+02:00,,,74506,Rbla Catalunya,54.0,,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,True,,,,,,,,,430113.8041781535,4582485.241875964,41.39086396941241,2.164071911206961,3.0
222,﻿99400390964,Casa Juncosa,,,2015-07-07T12:17:13+02:00,2022-09-17T08:22:11.424636+02:00,,,74506,Rbla Catalunya,78.0,,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,True,,353221.0,50.0,Variables,Arquitecte(s),Salvador Viñals Sabaté,False,,429943.8357951747,4582653.09220315,41.392360953618585,2.1620196660786224,3.0
223,﻿99400390986,Cases Pascual i Pons,,,2015-07-07T13:25:03+02:00,2022-09-17T08:22:15.015447+02:00,,,148307,Pg Gràcia,2.0,,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,True,,353229.0,50.0,Variables,Arquitecte(s),Enric Sagnier i Villavecchia,False,,430619.3773221017,4582205.154712962,41.388385084056864,2.1701506816093343,3.0
224,﻿92086023143,Club Natació Sant Andreu,,,1987-11-10T00:00:00+01:00,2023-02-13T17:59:43.264882+01:00,,,701326,Rbla Fabra i Puig,47.0,,60,Sant Andreu,9,Sant Andreu,8030,BARCELONA,True,,74725.0,100003.0,Informació d'interès,Web,https://www.cnsantandreu.com/,True,,432014.14183308766,4586817.982017477,41.43005047129457,2.186313336459395,1.0
225,﻿99400407405,La Casa de l'Aigua,,,2015-12-01T13:01:15+01:00,2023-05-04T12:12:32.203897+02:00,,,139907,C Garbí,2.0,,53,la Trinitat Nova,8,Nou Barris,8033,BARCELONA,True,,58034.0,100002.0,Informació d'interès,E-mail,casadelaiguadt8@bcn.cat,True,,432182.0066917208,4589360.638285403,41.45296545224615,2.188036804130217,1.0
226,﻿92086011955,Parc de les Aigües,,,1985-04-01T00:00:00+02:00,2023-06-12T14:09:10.253601+02:00,,,8807,Pl Alfons el Savi,3.0,,33,el Baix Guinardó,7,Horta-Guinardó,8024,BARCELONA,True,,73870.0,100003.0,Informació d'interès,Web,https://link.bcn.cat/cEpdlA,True,,430255.9022747529,4585005.688323276,41.413577084643165,2.1654810232921857,1.0
227,﻿92086011957,Parc de la Guineueta,,,1985-04-16T00:00:00+02:00,2023-06-12T14:40:10.068225+02:00,,,186601,Plaça de la República,9.0,,48,la Guineueta,8,Nou Barris,8016,Barcelona,True,,73866.0,100003.0,Informació d'interès,Web,https://link.bcn.cat/cPdlG,True,,431035.6921238432,4587826.426994833,41.43904973751512,2.1744888744706907,1.0
228,﻿92086031324,Associació de Comerciants i Professionals Barnavasi,,,1989-11-09T00:00:00+01:00,2023-03-09T15:22:25.552331+01:00,,,323101,C Septimània,31.0,,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8006,BARCELONA,True,,41986.0,100002.0,Informació d'interès,E-mail,barnavasi@eixosbcn.org,True,,428755.8610305404,4584118.585660404,41.40545573179054,2.147638695309088,1.0
229,﻿1016104016,Casa Serra,,,2001-01-16T00:00:00+01:00,2023-01-20T14:16:13.613949+01:00,,,74506,Rbla Catalunya,126.0,,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,True,,,,,,,,,429572.3873285301,4583019.373552639,41.3956274787058,2.157534429798631,2.0
230,﻿99400477326,Casa Madurell,,,2017-02-07T09:45:43+01:00,2022-09-17T08:50:49.738690+02:00,,,341908,C Torrijos,14.0,,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,True,,,,,,,,,429753.77340113104,4583808.663891615,41.40275219893523,2.1596123951981183,2.0
231,﻿99400477340,Casa Vilabella,,,2017-02-07T11:18:02+01:00,2022-09-17T08:50:57.145086+02:00,,,27302,C Astúries,65.0,,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,True,,356923.0,50.0,Variables,Arquitecte(s),Lluís de Miquel i Roca,False,,429411.9956879204,4583969.283253999,41.40416890235721,2.155505247349864,1.0
232,﻿99400386856,Viaducte de Vallcarca,,,2015-05-19T14:11:52+02:00,2021-09-09T02:14:16.831784+02:00,,,147508,C Gomis,2.0,,28,Vallcarca i els Penitents,6,Gràcia,8023,BARCELONA,True,,353110.0,50.0,Variables,Arquitecte(s),Antoni Vila Palmés,False,,428397.6673591357,4584828.5206623245,41.41181800039176,2.1432697424292484,1.0
233,﻿99400386857,Fossar de les Moreres,,,2015-05-19T14:42:46+02:00,2022-09-17T08:19:08.660488+02:00,,,132307,Pl Fossar de les Moreres,1.0,,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,True,,,,,,,,,431639.81851196935,4581670.155141611,41.38365386571088,2.182415163172454,3.0
234,﻿99400477246,Edifici d'habitatges Gran de Gràcia 67,,,2017-02-06T12:17:34+01:00,2021-09-09T02:15:55.660557+02:00,,,206403,C Gran de Gràcia,67.0,,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,True,,356910.0,50.0,Variables,Arquitecte(s),Enric Matas Ramis,False,,429390.6199950004,4583495.410871238,41.399899033342535,2.1553048145748552,2.0
235,﻿99400477278,Casa Francesc Cama,,,2017-02-06T14:04:35+01:00,2022-09-17T08:50:45.444383+02:00,,,206403,C Gran de Gràcia,77.0,,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,True,,,,,,,,,429353.6043456352,4583538.369444504,41.40028269384311,2.1548570322157654,2.0
236,﻿92086010518,Círculo Ecuestre,,,1986-01-08T00:00:00+01:00,2023-02-13T17:59:47.655049+01:00,,,32700,C Balmes,169.0,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,BARCELONA,True,,40670.0,100002.0,Informació d'interès,E-mail,club@circuloecuestre.es,True,,429277.99918550346,4583037.393315411,41.39576394046428,2.1540111781345663,2.0
237,﻿1156122226,Fàbrica de Creació La Escocesa,,,2001-06-05T00:00:00+02:00,2022-01-07T11:58:39.560385+01:00,,,249304,Carrer de Pere IV,345.0,,71,Provençals del Poblenou,10,Sant Martí,8020,Barcelona,True,,34009.0,100002.0,Informació d'interès,E-mail,info@laescocesa.org,True,,433459.7302161364,4584719.967754371,41.41127532997013,2.203844026804752,1.0
238,﻿92086033100,Escultura David i Goliat Homenatge a les Brigades Internacionals,,,1990-05-15T00:00:00+02:00,2023-01-20T14:00:35.177541+01:00,,,67103,Rbla Carmel,46.0,,37,el Carmel,7,Horta-Guinardó,8032,BARCELONA,True,,75212.0,100003.0,Informació d'interès,Web,http://www.bcn.cat/artpublic,True,,429618.1002054464,4586266.05990587,41.4248731521239,2.157703561885268,1.0
239,﻿99400488610,Educa +,,,2017-04-03T16:54:23+02:00,2021-09-09T03:19:24.229152+02:00,,,310008,C Sant Quintí,12.0,,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,BARCELONA,True,,59408.0,100002.0,Informació d'interès,E-mail,comercial@educames.eu,True,,431432.3078758349,4584877.524813311,41.412523988936215,2.179570364707956,2.0
240,﻿99400469463,Espai Bombers Parc de la Prevenció de Barcelona,,,2016-11-15T12:52:43+01:00,2023-05-04T12:47:42.478662+02:00,,,178400,C Lleida,30.0,,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,True,,58794.0,100002.0,Informació d'interès,E-mail,espaibombers@bcn.cat,True,,429300.4944818224,4580586.98623315,41.37369595375425,2.154566177208794,2.0
241,﻿99400477357,Edifici Modernista Francisco Giner 47,,,2017-02-07T13:40:26+01:00,2022-09-17T08:51:09.577148+02:00,,,133004,C Francisco Giner,47.0,,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,True,,,,,,,,,429648.9654881059,4583479.8560768,41.39978158248624,2.1583968710038635,3.0
242,﻿99400477359,Edifici d'Habitatges Gran de Gràcia 138,,,2017-02-07T13:56:21+01:00,2022-09-17T08:51:08.418956+02:00,,,206403,C Gran de Gràcia,138.0,,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,True,,,,,,,,,429239.7744183132,4583696.773875725,41.40169937350612,2.153476912041365,1.0
243,﻿99400477365,Ermita de la Mare de Déu de la Salut,,,2017-02-07T14:24:48+01:00,2021-09-09T02:16:06.755810+02:00,,,366002,C Mare de Déu de la Salut,55.0,,30,la Salut,6,Gràcia,8024,BARCELONA,True,,,,,,,,,429554.0921362488,4584787.413305935,41.41154995474911,2.15710983691872,1.0
244,﻿99400477369,Fàbrica Artés,,,2017-02-07T15:54:32+01:00,2021-09-09T02:16:08.730954+02:00,,,356508,C Venus,8.0,,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,True,,,,,,,,,429973.003344368,4583457.220364841,41.3996059970396,2.1622755265173805,3.0
245,﻿99400477373,La plaça de Gal·la Placídia,,,2017-02-07T16:10:04+01:00,2021-09-09T02:16:09.668750+02:00,,,138405,Pl Gal·la Placídia,1.0,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,BARCELONA,True,,,,,,,,,429191.75095705007,4583353.812210807,41.39860621855363,2.1529425675079312,2.0
246,﻿99400477413,La plaça de John Lennon,,,2017-02-08T09:12:22+01:00,2021-09-09T02:16:13.072428+02:00,,,700930,Pl John Lennon,,,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,True,,,,,,,,,429914.5368370832,4583819.130822889,41.40286050125628,2.161534271677585,2.0
247,﻿99400387309,El Raval,,,2015-05-25T15:55:22+02:00,2021-09-09T02:14:25.446052+02:00,,,701367,Rbla Raval,37.0,,1,el Raval,1,Ciutat Vella,8001,BARCELONA,True,,95830.0,100003.0,Informació d'interès,Web,http://lameva.barcelona.cat/ciutatvella/ca/home/el-barri-del-raval,True,,430610.9116322768,4581100.225494584,41.37843259823848,2.170175969805075,2.0
248,﻿92086009469,Cementiri Montjuïc,,,1985-03-28T00:00:00+01:00,2023-02-15T11:55:22.023394+01:00,,,230601,Carrer de la Mare de Déu de Port,56.0,,11,el Poble-sec,3,Sants-Montjuïc,8038,Barcelona,True,,40335.0,100002.0,Informació d'interès,E-mail,cbsa@cbsa.cat,True,,428814.9766559628,4578448.90301103,41.35439614126615,2.149011845799688,1.0
249,﻿99400387314,Sant Antoni,,,2015-05-25T16:26:47+02:00,2021-09-09T02:14:25.919884+02:00,,,349706,C Comte d'Urgell,7.0,,10,Sant Antoni,2,Eixample,8011,BARCELONA,True,,,,,,,,,429887.71663221344,4581253.618848135,41.37975147357524,2.1615104199875472,2.0
250,﻿99400387325,La plaça d'Espanya,,,2015-05-25T16:57:01+02:00,2021-09-09T02:14:27.848127+02:00,,,114000,Pl Espanya,4.0,,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,True,,,,,,,,,428811.1372331925,4580622.717781615,41.37397463762443,2.1487108014908456,1.0
251,﻿99400387326,El Poble-sec,,,2015-05-25T17:02:12+02:00,2021-09-09T02:14:32.372464+02:00,,,43400,C Blai,36.0,,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,True,,95557.0,100003.0,Informació d'interès,Web,http://lameva.barcelona.cat/sants-montjuic/ca/home/el-barri-del-poble-sec,True,,430077.2359220217,4580616.214109384,41.374027060846295,2.163850226343413,2.0
252,﻿99400387331,Les Corts,,,2015-05-25T17:11:59+02:00,2021-09-09T02:14:32.001557+02:00,,,86403,Pl Concòrdia,2.0,,19,les Corts,4,Les Corts,8014,BARCELONA,True,,96115.0,100003.0,Informació d'interès,Web,http://lameva.barcelona.cat/lescorts/ca/home/el-barri-de-les-corts,True,,427423.3384215913,4582048.319572372,41.38669051526725,2.131946333706955,1.0
253,﻿92086015849,Consell Municipal del Districte de Sarrià-Sant Gervasi,,,1988-02-29T00:00:00+01:00,2021-07-15T10:06:08.133691+02:00,,,261300,Plaça del Consell de la Vila,7.0,,23,Sarrià,5,Sarrià-Sant Gervasi,8034,Barcelona,True,,74384.0,100003.0,Informació d'interès,Web,http://ajuntament.barcelona.cat/sarria-santgervasi,True,,426556.5985433231,4583438.185825779,41.39912976584916,2.1214123028583627,1.0
254,﻿92086015858,Consell Municipal del Districte de Nou Barris,,,1988-02-29T00:00:00+01:00,2022-09-25T14:12:51.306281+02:00,,,701639,Pl Major de Nou Barris,1.0,,48,la Guineueta,8,Nou Barris,8042,BARCELONA,True,,74386.0,100003.0,Informació d'interès,Web,http://ajuntament.barcelona.cat/noubarris,True,,430761.06383847794,4587584.210298242,41.4368445525108,2.1712296246319656,1.0
255,﻿99400258020,Casal de Barri Pou de la Figuera,,,2010-10-25T12:46:13+02:00,2022-10-04T13:22:18.225934+02:00,,,31707,Carrer de Sant Pere Més Baix,70.0,,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,Barcelona,True,,54899.0,100002.0,Informació d'interès,E-mail,casaldebarripoudelafiguera@gmail.com,True,,431330.3364170868,4582177.700125997,41.38819881761839,2.17865660673348,2.0
256,﻿99400458760,Antiga Fàbrica d'Estampació Tèxtil Can Ricart,,,2016-09-06T10:36:16+02:00,2022-09-17T08:45:42.615363+02:00,,,701508,C Emília Coranty,33.0,,71,Provençals del Poblenou,10,Sant Martí,8018,BARCELONA,True,,356406.0,50.0,Variables,Arquitecte(s),Josep Oriol Bernadet,False,,432983.5388856857,4584496.862835762,41.40922632383825,2.1981716288388373,1.0
257,﻿92086018129,Associació d'Amics del Passeig de Gràcia,,,1987-01-15T00:00:00+01:00,2023-02-13T17:59:45.246133+01:00,,,18505,Carrer d'Aragó,266.0,266.0,7,la Dreta de l'Eixample,2,Eixample,8007,Barcelona,True,,41729.0,100002.0,Informació d'interès,E-mail,info@barcelonapaseodegracia.com,True,,430101.973,4582527.788,41.39124613997681,2.1639254997365103,3.0
258,﻿99400475178,Casa Sant Felip Neri,,,2017-01-13T14:32:18+01:00,2022-09-17T08:49:31.170043+02:00,,,227200,C Nena Casas,37.0,,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017,BARCELONA,True,,59183.0,100002.0,Informació d'interès,E-mail,info@casaespiritualitat.barcelona,True,,427346.2349544041,4583051.78576547,41.39572136064741,2.130903870123052,1.0
259,﻿99400287924,Pis - Museu Habitatge 1/11,92086008919.0,Casa Bloc,2012-03-12T00:00:00+01:00,2022-04-04T17:03:30.164452+02:00,,,339101,Passeig de Torras i Bages,91.0,,60,Sant Andreu,9,Sant Andreu,8030,Barcelona,True,,55439.0,100002.0,Informació d'interès,E-mail,museudeldisseny@bcn.cat,True,,432362.98520407727,4588027.713302046,41.44097555447716,2.190352662404392,1.0
260,﻿99400477420,La plaça de Nicolás Salmerón,,,2017-02-08T09:22:16+01:00,2021-09-09T02:16:14.760247+02:00,,,701246,Pla Nicolás Salmerón,,,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,True,,,,,,,,,429570.4712917344,4583284.153969362,41.39801209292751,2.157480714601559,3.0
261,﻿99400477457,La Pedrera Romana,,,2017-02-08T11:45:32+01:00,2021-09-09T02:16:27.163054+02:00,,,124706,C Ferrocarrils Catalans,4.0,,11,el Poble-sec,3,Sants-Montjuïc,8038,BARCELONA,True,,,,,,,,,428538.5902795377,4578759.45891906,41.35716874044697,2.145671534709044,1.0
262,﻿99400477460,Torre de l'Aigua,,,2017-02-08T11:54:11+01:00,2021-09-09T02:16:20.717530+02:00,,,312502,C Santa Àgata,6.0,,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,True,,,,,,,,,429138.0323515645,4583959.119295827,41.40405325796555,2.152229161692367,1.0
263,﻿99400477471,El barri Plus Ultra,,,2017-02-08T12:42:55+01:00,2021-09-09T02:16:23.548121+02:00,,,29002,C Aviador Ruiz de Alda,28.0,,13,la Marina de Port,3,Sants-Montjuïc,8038,BARCELONA,True,,,,,,,,,428153.79594160616,4579143.659084854,41.360594861404536,2.14102627404691,1.0
264,﻿99400477485,Antiga Biblioteca Pública de Sant Andreu de Palomar,,,2017-02-08T14:21:10+01:00,2022-09-17T08:51:48.165325+02:00,,,317608,C Santa Marta,12.0,,60,Sant Andreu,9,Sant Andreu,8030,BARCELONA,True,,356952.0,50.0,Variables,Arquitecte(s),Joan Torras i Guardiola,False,,432375.0471801606,4587563.964821829,41.43679975051145,2.1905489388615904,1.0
265,﻿99400477486,L'Aqüeducte Palombarum,,,2017-02-08T14:29:51+01:00,2021-09-09T02:16:23.651946+02:00,,,701334,C Fernando Pessoa,1.0,,60,Sant Andreu,9,Sant Andreu,8030,BARCELONA,True,,,,,,,,,432596.9869953259,4587719.199353893,41.43821655449944,2.193187925153491,1.0
266,﻿99400477495,Antic Monòlit Dedicat a la Legión Condor,,,2017-02-08T14:59:13+01:00,2021-09-09T03:15:27.947725+02:00,,,278302,Pl Reina Maria Cristina,1.0,,21,Pedralbes,4,Les Corts,8034,BARCELONA,True,,,,,,,,,427019.20054157067,4582267.803436201,41.38863075155166,2.127086735020199,1.0
267,﻿99400477531,Cansaladeria Puig,,,2017-02-09T09:52:07+01:00,2021-09-09T02:16:34.671644+02:00,,,296202,C Gran de Sant Andreu,147.0,,60,Sant Andreu,9,Sant Andreu,8030,BARCELONA,True,,59116.0,100002.0,Informació d'interès,E-mail,info@cansaladeriapuig.com,True,,432259.9684046709,4587028.286017658,41.43196537763445,2.1892316530910487,1.0
268,﻿99400477551,"L'antic Putxet. Els carrers Manacor, Cadis i Putxet",,,2017-02-09T11:51:15+01:00,2021-09-09T02:16:33.572219+02:00,,,271904,C Putxet,1.0,,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8006,BARCELONA,True,,,,,,,,,428301.9514703458,4583976.008954899,41.40413124648985,2.142225615431341,1.0
269,﻿92086001132,Museu Frederic Marès,,,1984-05-30T00:00:00+02:00,2023-06-09T10:44:05.535853+02:00,,,303454,Plaça de Sant Iu,5.0,,2,el Barri Gòtic,1,Ciutat Vella,8002,Barcelona,True,,39836.0,100002.0,Informació d'interès,E-mail,museumares@bcn.cat,True,,431184.0139297747,4581735.716409316,41.38420549734736,2.17695685162379,3.0
270,﻿99400367787,El Polvorí i Cos de Guàrdia,,,2015-01-14T13:59:53+01:00,2021-09-09T02:14:15.612447+02:00,,,322302,C Segura,34.0,,13,la Marina de Port,3,Sants-Montjuïc,8038,BARCELONA,True,,352142.0,21.0,Variables,Any construcció,1733,False,,428311.6533102462,4579591.895740862,41.36464604706291,2.1428603946607967,1.0
271,﻿92086002115,Biblioteca Montserrat Abelló,,,1984-05-30T00:00:00+02:00,2023-06-12T10:04:05.613691+02:00,,,88001,Carrer dels Comtes de Bell-lloc,192.0,,19,les Corts,4,Les Corts,8014,Barcelona,True,,40046.0,100002.0,Informació d'interès,E-mail,b.barcelona.mab@diba.cat,True,,427700.9467943118,4581716.986865175,41.38373133027636,2.1353058454350444,1.0
272,﻿99400398867,Residència Salesiana Martí Codolar,,,2015-10-08T13:48:14+02:00,2022-09-17T08:28:24.162083+02:00,,,700827,Av Cardenal Vidal i Barraquer,15.0,,41,la Vall d'Hebron,7,Horta-Guinardó,8035,BARCELONA,True,,57147.0,100002.0,Informació d'interès,E-mail,reservas@marti-codolar.net,True,,429051.21062411135,4586668.016870453,41.42844354375264,2.150872845796388,1.0
273,﻿92086021895,Institut Nacional d'Educació Física de Catalunya *Barcelona,,,1988-08-01T00:00:00+02:00,2023-02-01T15:33:26.807703+01:00,,,116402,Av Estadi,12.0,,11,el Poble-sec,3,Sants-Montjuïc,8038,BARCELONA,True,,41678.0,100002.0,Informació d'interès,E-mail,info@inefc.cat,True,,428651.4229885859,4579669.43805554,41.36537462912623,2.146913285556539,1.0
274,﻿92086003918,Museu del Perfum - Fundació Planas Giralt,,,1984-05-30T00:00:00+02:00,2023-02-01T16:52:27.420625+01:00,,,148307,Pg Gràcia,39.0,,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,True,,39568.0,100002.0,Informació d'interès,E-mail,museu@museudelperfum.com,True,,430212.6062032511,4582555.729208647,41.39150740418814,2.1652454674735444,3.0
275,﻿92086003195,Fundació Orfeó Gracienc,,,1985-02-07T00:00:00+01:00,2023-03-09T15:22:42.520530+01:00,,,27302,C Astúries,83.0,,31,la Vila de Gràcia,6,Gràcia,8024,BARCELONA,True,,39911.0,100002.0,Informació d'interès,E-mail,info@orfeogracienc.org,True,,429489.3289236514,4584031.287665447,41.40473413928816,2.156423120771882,1.0
276,﻿92086003219,Parròquia de Sant Joan de Gràcia,,,1984-05-30T00:00:00+02:00,2022-09-17T03:53:16.797469+02:00,,,314304,C Santa Creu,2.0,,31,la Vila de Gràcia,6,Gràcia,8024,BARCELONA,True,,39938.0,100002.0,Informació d'interès,E-mail,info@santjoandegracia.cat,True,,429514.1496685571,4584097.993020106,41.40533710606837,2.1567122726022543,1.0
277,﻿92086000438,Museu Marítim de Barcelona,,,1984-05-30T00:00:00+02:00,2023-05-04T11:00:10.222172+02:00,,,140203,Avinguda de les Drassanes,1.0,,1,el Raval,1,Ciutat Vella,8001,Barcelona,True,,39363.0,100002.0,Informació d'interès,E-mail,informacio@mmb.cat,True,,431100.2799306433,4580823.404296844,41.37598140054482,2.176059209800324,1.0
278,﻿99400391164,Camisseria Bonet,,,2015-07-08T17:55:01+02:00,2021-09-09T02:15:32.731245+02:00,,,34308,C Rambla,72.0,,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,True,,,,,,,,,430923.4295401869,4581360.049022556,41.38079964125222,2.173883382684312,5.0
279,﻿99400391167,Casa Doctor Genové,,,2015-07-08T18:14:09+02:00,2022-09-17T08:22:38.123154+02:00,,,34308,C Rambla,77.0,,1,el Raval,1,Ciutat Vella,8002,BARCELONA,True,,,,,,,,,430835.4633810002,4581430.336318559,41.38142514089113,2.172823440207982,5.0
280,﻿99400391230,Casa Domènech i Estapà,,,2015-07-09T13:27:40+02:00,2022-09-17T08:22:52.220958+02:00,,,350308,C València,241.0,,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,True,,353245.0,50.0,Variables,Arquitecte(s),Josep Domènech i Estapà,False,,429989.4843533318,4582644.419297219,41.39228681466528,2.1625666401735337,3.0
281,﻿92086008839,El Born Centre de Cultura i Memòria,,,1984-12-10T00:00:00+01:00,2023-05-04T12:02:33.054190+02:00,,,85309,Plaça Comercial,12.0,,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,Barcelona,True,,40563.0,100002.0,Informació d'interès,E-mail,infoelbornccm@bcn.cat,True,,431739.7944947353,4581893.393983228,41.38567300413077,2.183585604443325,2.0
282,﻿92086005523,Vall d'Hebron Barcelona Hospital Campus,,,1984-05-30T00:00:00+02:00,2023-02-22T15:26:36.244892+01:00,,,352507,Pg Vall d'Hebron,119.0,,40,Montbau,7,Horta-Guinardó,8035,BARCELONA,True,,73629.0,100003.0,Informació d'interès,Web,http://www.vallhebron.com,True,,428430.55465668254,4586630.37210656,41.42804943371883,2.1434499797388105,1.0
283,﻿92086029921,Parc de Can Sabaté,,,1989-04-12T00:00:00+02:00,2023-06-12T09:52:21.506332+02:00,,,212406,C Mineria,16.0,,13,la Marina de Port,3,Sants-Montjuïc,8038,BARCELONA,True,,74962.0,100003.0,Informació d'interès,Web,https://link.bcn.cat/cPdCS,True,,427883.8954769356,4579565.986902864,41.36437449049291,2.137749555318519,1.0
284,﻿92086008863,Casa Thomas,,,1984-12-10T00:00:00+01:00,2022-09-17T04:05:35.498290+02:00,,,191204,Mallorca,291.0,,7,la Dreta de l'Eixample,2,Eixample,8037,BARCELONA,True,,,,,,,,,430248.7137357425,4583118.137729373,41.396575960771365,2.1656125429824926,3.0
285,﻿99400495941,Associació Eix Comercial de Sant Andreu,,,2017-04-18T15:45:34+02:00,2022-02-15T14:24:28.434607+01:00,,,290308,C Rubén Darío,37.0,,60,Sant Andreu,9,Sant Andreu,8030,BARCELONA,True,,59548.0,100002.0,Informació d'interès,E-mail,info@eixsantandreu.com,True,,432162.3353024431,4587275.695587609,41.434185469214114,2.188035443482585,1.0
286,﻿92086009802,Monestir de Santa Maria de Valldonzella,,,1985-01-17T00:00:00+01:00,2022-09-17T04:10:31.954781+02:00,,,79907,C Císter,41.0,,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,BARCELONA,True,,40502.0,100002.0,Informació d'interès,E-mail,monestir@valldonzella.cat,True,,427373.01230718265,4584845.266280598,41.41187688269558,2.131008959069784,1.0
287,﻿99400391025,El passatge de Mallofré,,,2015-07-07T15:00:18+02:00,2021-09-09T02:15:15.935498+02:00,,,191044,Ptge Mallofré,2.0,,23,Sarrià,5,Sarrià-Sant Gervasi,8034,BARCELONA,True,,,,,,,,,426598.9961457546,4583372.262477997,41.39853989512908,2.1219274312322,1.0
288,﻿99400391050,La plaça de Sant Vicenç,,,2015-07-08T08:59:31+02:00,2021-09-09T02:15:15.152654+02:00,,,311601,Pl Sant Vicenç de Sarrià,1.0,,23,Sarrià,5,Sarrià-Sant Gervasi,8017,BARCELONA,True,,,,,,,,,426777.6104424373,4583224.341959574,41.39722392491163,2.124081785024859,1.0
